start_ns,end_ns
1147545,1636823
1919726,2344962
1929181,2209372
2053212,2332774
2598439,2709311
2605433,2701892
3539170,3566532
3588665,3736989
3879843,3989191
3995959,4169068
3999930,4163922
4609768,4650225
4649966,4858379
4856777,4911872
5058262,5240943
5194525,5257448
5275190,5347711
5523756,5599495
5912363,6017440
6247511,6375746
6919868,7097292
6951870,7102821
6968682,7095234
7106759,7364171
7304294,7463485
7342605,7464760
7377532,7490900
7476387,7687395
7541494,7639733
7608353,7801508
7619602,7892035
8422019,8602267
8629242,8802301
8705452,8733196
9018369,9044243
9046560,9297405
9061542,9260840
9540653,9698096
9752812,9919806
10205799,10232393
10230392,10332939
10552809,10694382
10616190,10918719
10660035,10879669
10734644,10872235
10916232,11023560
11762874,11900239
11865358,11891126
12255473,12286093
12680057,12781105
12722487,12864950
13360864,13433963
13816770,13929989
14075441,14206665
14532011,14706332
14954650,15042308
15279017,15351178
15402370,15558870
15608434,15716230
15739513,15836754
15756976,15783910
16280780,16330445
16382056,16543772
17206487,17343434
17501289,17637570
17970716,18185693
18221339,18292479
18355017,18425307
18432613,18497962
18455802,18606875
18800621,18912083
19598331,19706347
19772307,19854611
19808280,19841008
19851273,20003514
19879493,20034910
20473628,20578570
20505726,20515938
20842963,21205881
21252486,21409019
21340432,21480823
21388368,21462073
21548265,21758843
21966238,22121240
22033588,22141462
22222114,22385955
22257849,22359085
22326288,22439906
23519840,23625601
23585017,23621716
23791892,23903502
23907689,24040556
23997569,24136410
24285624,24367465
24517884,24582906
24924511,25026411
25210416,25320342
25308559,25371220
25337977,25500179
25629878,25704466
25704353,25844686
26152039,26312318
26413445,26464357
26624138,26749525
26731456,26809828
26751837,26890565
26850433,26891105
27126911,27246116
27427278,27531223
27458563,27478470
27649947,27674039
27663695,27779734
27861090,27981137
28073144,28178921
28413193,28525233
28589172,28718393
28642771,28670022
29022742,29027305
29023144,29142236
29106117,29169797
29190415,29301327
29791582,29885948
30358086,30415983
30576515,30686930
31154444,31261445
31269492,31424072
31436882,31573849
31726497,31847275
31810863,31894156
31954312,32023037
32066132,32222920
32086601,32233603
32107390,32162228
32190174,32279462
32315364,32364294
33140134,33158377
33149490,33154420
33615553,33734662
33742549,33824296
33792980,33938777
33887376,34003027
34016806,34166542
34233562,34373624
34728456,34828874
34881349,34891305
34953663,34990010
35435928,35578778
35489170,35633056
35776910,35995152
36047129,36195909
36134676,36221867
36282842,36322385
36364289,36372550
36668803,36778624
36910098,37039530
37218621,37466584
37331132,37439710
37378186,37426280
37510806,37684494
37524664,37622759
37536889,37629028
37545443,37601024
37601571,37700172
37623853,37720931
37959430,38042503
38080610,38207008
38328047,38460828
38603657,38680803
38719201,38842064
39013447,39148483
39395915,39553794
39451567,39571524
39605056,39644617
39660199,39805413
39971683,40046573
40235367,40404135
40326951,40358598
40981730,41132806
41009825,41172001
41386667,41562196
41608087,41699091
41890035,42008718
41905646,42062435
42032013,42149733
42567278,42656812
42829569,42918862
42874686,43021565
43054371,43206341
43207691,43320144
43302453,43447357
43668847,43676964
43674781,43848306
43704409,43944471
43931160,44287451
44345930,44462835
44372125,44394689
44960208,44995222
45015453,45118812
45199371,45290953
45320207,45374241
45455477,45549092
46013603,46115570
46138888,46203582
46384466,46532406
46386684,46532028
46578193,46721835
46593368,46653132
46736725,46839597
46759051,46828850
46825180,46996209
46859539,46949285
46900084,47102777
47148016,47202791
47254475,47373435
47300382,47418249
47646037,47862809
47688654,47760040
47924761,48030239
48060297,48208829
48111999,48254537
48360591,48492007
48416202,48519817
48701076,48731293
48719993,48870048
48925508,49017184
49189018,49232709
49248563,49373457
49621655,49707935
49632108,49723187
49825671,50000648
50311806,50348183
50499643,50538033
50681045,50851603
51281477,51379124
51543498,51709237
51696656,51730871
51734058,51781728
51781276,51932331
51957515,52009850
52356772,52466130
52945066,53000761
53406124,53558772
53879998,54068645
